Lat,Lon,GYear
29.770633,-95.414819,1978
43.601347,-84.206759,1978
33.867406,-118.397481,1978
42.233956,-87.863856,1978
43.601347,-84.206759,1978
32.765788,-96.85689,1978
40.869083,-73.4093,1978
43.32084,-73.5768,1978
34.001758,-118.394799,1978
33.956096,-118.449853,1978
37.95114,-122.53956,1978
37.95114,-122.53956,1978
40.328956,-79.721348,1978
35.229803,-97.504824,1978
35.218471,-80.811634,1978
35.218471,-80.811634,1978
44.935114,-93.66291,1978
40.105338,-75.21214,1978
40.152223,-74.851228,1978
45.549763,-94.227348,1978
35.199732,-101.816887,1978
40.041872,-76.30012,1978
34.462624,-84.317684,1978
41.008576,-74.041923,1978
33.254994,-111.833255,1978
40.328956,-79.721348,1978
38.733326,-90.622121,1978
30.418422,-91.139518,1978
33.867406,-118.397481,1978
40.491704,-82.53339,1978
38.733326,-90.622121,1978
39.085561,-84.513589,1978
42.544872,-83.208462,1978
34.172643,-118.540408,1978
35.581775,-82.60141,1978
38.33929,-90.15153,1978
38.815289,-76.749621,1978
35.772714,-86.714662,1978
29.041532,-95.444189,1978
32.916909,-96.97227,1978
41.688236,-81.332823,1978
41.402414,-70.630193,1978
40.515752,-75.396205,1978
40.515752,-75.396205,1978
33.898509,-81.092152,1978
43.220645,-77.464013,1978
36.738109,-95.93326,1978
40.694863,-89.479364,1978
43.087492,-77.432058,1978
44.981963,-93.26551,1978
37.915859,-122.023678,1978
42.502111,-71.069674,1978
40.283914,-75.196735,1978
43.601347,-84.206759,1978
43.220645,-77.464013,1978
40.442411,-79.996664,1978
43.220645,-77.464013,1978
40.332243,-73.999422,1978
29.756417,-94.968734,1978
40.009094,-89.284725,1978
40.064221,-89.196549,1978
35.161545,-106.579538,1978
43.088842,-77.599683,1978
41.52,-81.556389,1978
41.272541,-73.497016,1978
42.905877,-78.627625,1978
42.544872,-83.208462,1978
56.467688,-132.384597,1978
29.770633,-95.414819,1978
41.2866,-92.60028,1978
41.52,-81.556389,1978
43.013819,-88.228571,1979
29.770633,-95.414819,1979
43.23648,-87.9846,1979
38.9571,-107.91396,1979
39.89393,-86.229942,1979
38.050332,-84.49784,1979
29.770633,-95.414819,1979
35.996965,-78.899565,1979
41.671706,-86.252194,1979
41.087432,-81.515568,1979
40.245694,-74.942426,1979
32.980136,-117.082337,1979
33.956096,-118.449853,1979
40.442411,-79.996664,1979
40.864288,-73.317866,1979
41.008576,-74.041923,1979
37.456175,-77.64375,1979
33.52554,-117.71436,1979
40.527398,-75.560135,1979
44.11499,-94.215898,1979
29.770633,-95.414819,1979
35.218471,-80.811634,1979
33.907592,-118.020573,1979
35.161545,-106.579538,1979
41.998183,-72.576392,1979
36.06165,-95.923301,1979
33.766667,-118.366667,1979
35.161545,-106.579538,1979
41.631065,-83.618751,1979
39.141498,-94.353728,1979
40.385487,-74.172575,1979
40.385487,-74.172575,1979
39.484738,-84.383452,1979
39.735632,-75.547657,1979
39.638203,-84.16746,1979
40.385487,-74.172575,1979
37.662085,-113.196253,1979
42.47301,-83.260797,1979
41.521756,-73.937292,1979
42.37686,-72.46914,1979
39.594031,-105.009802,1979
35.371135,-85.392644,1979
40.636817,-74.452093,1979
27.138891,-80.214592,1979
39.638203,-84.16746,1979
41.45736,-78.72666,1979
42.544872,-83.208462,1979
29.770633,-95.414819,1979
43.088842,-77.599683,1979
40.725101,-111.939531,1979
40.117449,-82.916664,1979
35.09904,-89.848207,1979
30.418422,-91.139518,1979
37.95114,-122.53956,1979
41.1735,-81.4497,1979
45.05112,-93.24438,1979
42.120823,-72.44327,1979
30.418422,-91.139518,1979
36.06165,-95.923301,1979
41.387185,-81.702198,1979
33.920448,-118.072097,1979
41.783823,-88.146897,1979
40.701858,-73.620203,1979
33.956096,-118.449853,1979
40.679559,-74.567323,1979
39.11928,-74.82582,1979
39.893349,-84.219043,1979
40.449365,-79.68196,1979
44.981963,-93.26551,1979
41.521756,-73.937292,1979
41.662647,-86.157621,1979
39.594031,-105.009802,1979
33.499493,-86.800795,1979
33.956096,-118.449853,1979
40.725101,-111.939531,1979
36.738109,-95.93326,1979
36.070576,-79.766148,1979
33.01776,-96.62442,1979
39.735632,-75.547657,1979
33.457993,-88.786062,1979
45.422127,-122.449928,1979
42.233956,-87.863856,1979
38.971599,-94.474727,1979
41.505351,-81.693427,1979
41.505351,-81.693427,1979
42.26058,-121.6584,1979
41.576929,-83.664917,1979
39.592032,-86.375059,1979
38.855021,-76.939108,1979
42.242484,-70.892883,1979
40.350085,-74.441445,1979
35.047863,-85.305894,1979
33.907592,-118.020573,1979
40.546649,-84.395162,1979
33.867406,-118.397481,1979
44.11499,-94.215898,1979
32.765788,-96.85689,1979
40.29601,-74.856815,1979
38.855021,-76.939108,1979
33.956096,-118.449853,1979
40.160065,-104.966226,1979
39.558963,-84.223222,1979
33.802254,-118.068984,1979
36.738109,-95.93326,1979
56.467688,-132.384597,1979
43.970221,-122.916439,1979
41.061041,-86.208192,1979
43.220645,-77.464013,1979
33.867406,-118.397481,1979
41.2866,-92.60028,1979
41.631065,-83.618751,1980
38.163,-85.5213,1980
33.53345,-84.690866,1980
39.893349,-84.219043,1980
40.034377,-75.464176,1980
35.581775,-82.60141,1980
39.893349,-84.219043,1980
34.266232,-119.209181,1980
38.351027,-81.629411,1980
29.041532,-95.444189,1980
39.89393,-86.229942,1980
39.735632,-75.547657,1980
32.921525,-111.619339,1980
39.893349,-84.219043,1980
43.07373,-77.985432,1980
39.89393,-86.229942,1980
36.06165,-95.923301,1980
41.45736,-78.72666,1980
43.601347,-84.206759,1980
40.449365,-79.68196,1980
47.401006,-92.948455,1980
40.759938,-74.207934,1980
38.855021,-76.939108,1980
29.770633,-95.414819,1980
32.765788,-96.85689,1980
47.657321,-117.424195,1980
43.088842,-77.599683,1980
40.806978,-81.956817,1980
35.371135,-85.392644,1980
36.581055,-79.410727,1980
39.022959,-77.19925,1980
38.815289,-76.749621,1980
39.122086,-76.529331,1980
33.884072,-117.730356,1980
33.907592,-118.020573,1980
38.351027,-81.629411,1980
40.385487,-74.172575,1980
41.1735,-81.4497,1980
34.001758,-118.394799,1980
41.2866,-92.60028,1980
40.576451,-79.72398,1980
33.867406,-118.397481,1980
43.970221,-122.916439,1980
33.01776,-96.62442,1980
41.1735,-81.4497,1980
40.266332,-92.952465,1980
41.631065,-83.618751,1980
43.601347,-84.206759,1980
39.085561,-84.513589,1980
39.427762,-77.415493,1980
39.111974,-76.553563,1980
33.795614,-118.064756,1980
37.574646,-122.046431,1980
33.456177,-81.991838,1980
41.671706,-86.252194,1980
30.418422,-91.139518,1980
29.867768,-90.068648,1980
40.385487,-74.172575,1980
41.800833,-87.936944,1980
33.867406,-118.397481,1980
29.42543,-98.486926,1980
41.387185,-81.702198,1980
42.502111,-71.069674,1980
29.770633,-95.414819,1980
39.085561,-84.513589,1980
36.738109,-95.93326,1980
39.594031,-105.009802,1980
38.733326,-90.622121,1980
34.444494,-82.754302,1980
40.093342,-85.685401,1980
40.693796,-74.382617,1980
42.335443,-122.837108,1980
33.01776,-96.62442,1980
40.160065,-104.966226,1980
38.351027,-81.629411,1980
39.638203,-84.16746,1980
35.521573,-97.574376,1980
39.047216,-76.498751,1980
33.01776,-96.62442,1980
